timestamp,ecg_measurement,qrs_detected
0.000000000000000000e+00,3.582782204683448435e-01,0.000000000000000000e+00
1.000000000000000000e+00,2.106808477490780263e-01,0.000000000000000000e+00
2.000000000000000000e+00,-2.029233823790775951e-02,0.000000000000000000e+00
3.000000000000000000e+00,3.782508214459181506e-01,0.000000000000000000e+00
4.000000000000000000e+00,2.417487447760695574e-01,0.000000000000000000e+00
5.000000000000000000e+00,1.735353108283900492e-01,0.000000000000000000e+00
6.000000000000000000e+00,5.496957544309853949e-01,0.000000000000000000e+00
7.000000000000000000e+00,4.651402528184392926e-01,0.000000000000000000e+00
8.000000000000000000e+00,4.349089658033451489e-01,0.000000000000000000e+00
9.000000000000000000e+00,-5.307466778563123266e-02,0.000000000000000000e+00
1.000000000000000000e+01,-3.763849556325435941e-01,0.000000000000000000e+00
1.100000000000000000e+01,-1.919835317597151925e-01,0.000000000000000000e+00
1.200000000000000000e+01,1.466639246220100348e-02,0.000000000000000000e+00
1.300000000000000000e+01,2.395964962349059202e-01,0.000000000000000000e+00
1.400000000000000000e+01,4.373143790805297471e+00,0.000000000000000000e+00
1.500000000000000000e+01,1.898086148183780075e+00,1.000000000000000000e+00
1.600000000000000000e+01,-1.377671344767072426e-01,0.000000000000000000e+00
1.700000000000000000e+01,-4.019007822906040528e-01,0.000000000000000000e+00
1.800000000000000000e+01,-6.517896636285377410e-01,0.000000000000000000e+00
1.900000000000000000e+01,-1.195457120665989859e+00,0.000000000000000000e+00
2.000000000000000000e+01,-4.785401926550524876e-01,0.000000000000000000e+00
2.100000000000000000e+01,-7.061624951803838757e-01,0.000000000000000000e+00
2.200000000000000000e+01,-3.540195988374834069e-01,0.000000000000000000e+00
2.300000000000000000e+01,-6.271964792404651767e-01,0.000000000000000000e+00
2.400000000000000000e+01,-1.135282477010341046e-01,0.000000000000000000e+00
2.500000000000000000e+01,-6.141285928756291812e-02,0.000000000000000000e+00
2.600000000000000000e+01,3.398656727439293423e-02,0.000000000000000000e+00
2.700000000000000000e+01,2.180557580709255039e-01,0.000000000000000000e+00
2.800000000000000000e+01,5.709924298570518975e-01,0.000000000000000000e+00
2.900000000000000000e+01,4.724811169733121319e-01,0.000000000000000000e+00
3.000000000000000000e+01,8.946562888371135669e-01,0.000000000000000000e+00
3.100000000000000000e+01,3.196205994898917990e-01,0.000000000000000000e+00
3.200000000000000000e+01,-2.380351879804832038e-01,0.000000000000000000e+00
3.300000000000000000e+01,-1.124416704356535845e+00,0.000000000000000000e+00
3.400000000000000000e+01,-1.845970826409153887e+00,0.000000000000000000e+00
3.500000000000000000e+01,-1.626716623338391621e+00,0.000000000000000000e+00
3.600000000000000000e+01,-1.718669538874001423e+00,0.000000000000000000e+00
3.700000000000000000e+01,-1.563047600077776877e+00,0.000000000000000000e+00
3.800000000000000000e+01,-1.265564734678648717e+00,0.000000000000000000e+00
3.900000000000000000e+01,-1.349999645524779801e+00,0.000000000000000000e+00
4.000000000000000000e+01,-9.381891187869988435e-01,0.000000000000000000e+00
4.100000000000000000e+01,-6.979811240682447515e-01,0.000000000000000000e+00
4.200000000000000000e+01,-5.013680135051689080e-01,0.000000000000000000e+00
4.300000000000000000e+01,-4.244108325324377762e-01,0.000000000000000000e+00
4.400000000000000000e+01,-2.453471653687672865e-02,0.000000000000000000e+00
4.500000000000000000e+01,-5.034675465679916417e-02,0.000000000000000000e+00
4.600000000000000000e+01,1.684562187641748185e-02,0.000000000000000000e+00
4.700000000000000000e+01,2.299200248094975252e-01,0.000000000000000000e+00
4.800000000000000000e+01,4.028274943947344200e-01,0.000000000000000000e+00
4.900000000000000000e+01,7.642623367028486547e-02,0.000000000000000000e+00
5.000000000000000000e+01,7.137417952047789838e-01,0.000000000000000000e+00
5.100000000000000000e+01,4.964644736973404249e-01,0.000000000000000000e+00
5.200000000000000000e+01,8.267690877778952618e-01,0.000000000000000000e+00
5.300000000000000000e+01,6.010751870509405403e-01,0.000000000000000000e+00
5.400000000000000000e+01,6.703366982217663361e-01,0.000000000000000000e+00
5.500000000000000000e+01,7.147456278249929573e-01,0.000000000000000000e+00
5.600000000000000000e+01,6.688394136989980199e-01,0.000000000000000000e+00
5.700000000000000000e+01,8.901723360022443243e-01,0.000000000000000000e+00
5.800000000000000000e+01,5.403649045220706437e-01,0.000000000000000000e+00
5.900000000000000000e+01,9.829983116275485822e-01,0.000000000000000000e+00
6.000000000000000000e+01,5.939728669398796068e-01,0.000000000000000000e+00
6.100000000000000000e+01,4.906057496990674505e-01,0.000000000000000000e+00
6.200000000000000000e+01,4.218648697960606930e-01,0.000000000000000000e+00
